symbol,name,fyers_symbol
GUJALKALI,Gujarat Alkalies and Chemicals Limited,BSE:GUJALKALI-EQ
GUJAPOLLO,Gujarat Apollo Industries Limited,BSE:GUJAPOLLO-EQ
GUJENERGY,GUJARAT ENERGY LIMITED,BSE:GUJENERGY-EQ
GUJRAFFIA,Gujarat Raffia Industries Limited,BSE:GUJRAFFIA-EQ
GUJTHEM,Gujarat Themis Biosyn Limited,BSE:GUJTHEM-EQ
GULFOILLUB,Gulf Oil Lubricants India Limited,BSE:GULFOILLUB-EQ
GULPOLY,Gulshan Polyols Limited,BSE:GULPOLY-EQ
GVPIL,GE Power India Limited,BSE:GVPIL-EQ
GVT&D,GE Vernova T&D India Limited,BSE:GVT&D-EQ
GYFTR,Gyftr Limited,BSE:GYFTR-EQ
HAL,Hindustan Aeronautics Limited,BSE:HAL-EQ
HALDER,Halder Venture Limited,BSE:HALDER-EQ
HALEOSLABS,HALEOS LABS LIMITED,BSE:HALEOSLABS-EQ
HAMPTON,Hampton Sky Realty Limited,BSE:HAMPTON-EQ
HAPPSTMNDS,Happiest Minds Technologies Limited,BSE:HAPPSTMNDS-EQ
HAPPYFORGE,Happy Forgings Limited,BSE:HAPPYFORGE-EQ
HARDWYN,Hardwyn India Limited,BSE:HARDWYN-EQ
HARIOMPIPE,Hariom Pipe Industries Limited,BSE:HARIOMPIPE-EQ
HARRMALAYA,Harrisons  Malayalam Limited,BSE:HARRMALAYA-EQ
HARSHA,Harsha Engineers International Limited,BSE:HARSHA-EQ
HATHWAY,Hathway Cable & Datacom Limited,BSE:HATHWAY-EQ
HATSUN,Hatsun Agro Product Limited,BSE:HATSUN-EQ
HAVELLS,Havells India Limited,BSE:HAVELLS-EQ
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,BSE:HAVISHA-EQ
HAWKINCOOK,Hawkins Cookers Limited,BSE:HAWKINCOOK-EQ
HAZOOR,Hazoor Multi Projects Limited,BSE:HAZOOR-EQ
HBESD,HB Estate Developers Limited,BSE:HBESD-EQ
HBLENGINE,HBL Engineering Limited,BSE:HBLENGINE-EQ
HBPOR,HB Portfolio Limited,BSE:HBPOR-EQ
HBSL,HB Stockholdings Limited,BSE:HBSL-EQ
HCC,Hindustan Construction Company Limited,BSE:HCC-EQ
HCG,Healthcare Global Enterprises Limited,BSE:HCG-EQ
HCL-INSYS,HCL Infosystems Limited,BSE:HCL-INSYS-EQ
HCLTECH,HCL Technologies Limited,BSE:HCLTECH-EQ
HDBFS,HDB Financial Services Limited,BSE:HDBFS-EQ
HDFCAMC,HDFC Asset Management Company Limited,BSE:HDFCAMC-EQ
HDFCBANK,HDFC Bank Limited,BSE:HDFCBANK-EQ
HDFCLIFE,HDFC Life Insurance Company Limited,BSE:HDFCLIFE-EQ
HEADSUP,Heads UP Ventures Limited,BSE:HEADSUP-EQ
HEALTHX,Health X Platform Limited,BSE:HEALTHX-EQ
HECPROJECT,HEC Infra Projects Limited,BSE:HECPROJECT-EQ
HEIDELBERG,HeidelbergCement India Limited,BSE:HEIDELBERG-EQ
HEMIPROP,Hemisphere Properties India Limited,BSE:HEMIPROP-EQ
HERANBA,Heranba Industries Limited,BSE:HERANBA-EQ
HERITGFOOD,Heritage Foods Limited,BSE:HERITGFOOD-EQ
HEROMOTOCO,Hero MotoCorp Limited,BSE:HEROMOTOCO-EQ
HESTERBIO,Hester Biosciences Limited,BSE:HESTERBIO-EQ
HEXATRADEX,Hexa Tradex Limited,BSE:HEXATRADEX-EQ
HEXT,Hexaware Technologies Limited,BSE:HEXT-EQ
HGINFRA,H.G. Infra Engineering Limited,BSE:HGINFRA-EQ
HGM,HandsOn Global Management (HGM) Limited,BSE:HGM-EQ
HGS,Hinduja Global Solutions Limited,BSE:HGS-EQ
HIKAL,Hikal Limited,BSE:HIKAL-EQ
HILINFRA,Highway Infrastructure Limited,BSE:HILINFRA-EQ
HILTON,Hilton Metal Forging Limited,BSE:HILTON-EQ
HIMATSEIDE,Himatsingka Seide Limited,BSE:HIMATSEIDE-EQ
HINDADH,Hindustan Adhesives Limited,BSE:HINDADH-EQ
HINDALCO,Hindalco Industries Limited,BSE:HINDALCO-EQ
HINDALUMI,Hind Aluminium Industries Limited,BSE:HINDALUMI-EQ
HINDCOMPOS,Hindustan Composites Limited,BSE:HINDCOMPOS-EQ
HINDCON,Hindcon Chemicals Limited,BSE:HINDCON-EQ
HINDCOPPER,Hindustan Copper Limited,BSE:HINDCOPPER-EQ
HINDOILEXP,Hindustan Oil Exploration Company Limited,BSE:HINDOILEXP-EQ
HINDPETRO,Hindustan Petroleum Corporation Limited,BSE:HINDPETRO-EQ
HINDUNILVR,Hindustan Unilever Limited,BSE:HINDUNILVR-EQ
HINDWAREAP,Hindware Home Innovation Limited,BSE:HINDWAREAP-EQ
HINDZINC,Hindustan Zinc Limited,BSE:HINDZINC-EQ
HIRECT,Hirect Limited,BSE:HIRECT-EQ
HISARMETAL,Hisar Metal Industries Limited,BSE:HISARMETAL-EQ
HITECH,Hi-Tech Pipes Limited,BSE:HITECH-EQ
HLEGLAS,HLE Glascoat Limited,BSE:HLEGLAS-EQ
HLVLTD,HLV LIMITED,BSE:HLVLTD-EQ
HMAAGRO,HMA Agro Industries Limited,BSE:HMAAGRO-EQ
HNDFDS,Hindustan Foods Limited,BSE:HNDFDS-EQ
HOMEFIRST,Home First Finance Company India Limited,BSE:HOMEFIRST-EQ
HONASA,Honasa Consumer Limited,BSE:HONASA-EQ
HONAUT,Honeywell Automation India Limited,BSE:HONAUT-EQ
HONDAPOWER,Honda India Power Products Limited,BSE:HONDAPOWER-EQ
HORIZONIND,Horizon Industrial Parks Limited,BSE:HORIZONIND-EQ
HPAL,HP Adhesives Limited,BSE:HPAL-EQ
HPIL,Hindprakash Industries Limited,BSE:HPIL-EQ
HPL,HPL Electric & Power Limited,BSE:HPL-EQ
HRYNSHP,Hariyana Ship Breakers Limited,BSE:HRYNSHP-EQ
HSCL,Himadri Speciality Chemical Limited,BSE:HSCL-EQ
HTMEDIA,HT Media Limited,BSE:HTMEDIA-EQ
HUBTOWN,Hubtown Limited,BSE:HUBTOWN-EQ
HUDCO,Housing & Urban Development Corporation Limited,BSE:HUDCO-EQ
HUHTAMAKI,Huhtamaki India Limited,BSE:HUHTAMAKI-EQ
HYUNDAI,Hyundai Motor India Limited,BSE:HYUNDAI-EQ
IBULLSLTD,Indiabulls Limited,BSE:IBULLSLTD-EQ
ICDSLTD,ICDS Limited,BSE:ICDSLTD-EQ
ICEMAKE,Ice Make Refrigeration Limited,BSE:ICEMAKE-EQ
ICICIAMC,ICICI Prudential Asset Management Company Limited,BSE:ICICIAMC-EQ
ICICIBANK,ICICI Bank Limited,BSE:ICICIBANK-EQ
ICICIGI,ICICI Lombard General Insurance Company Limited,BSE:ICICIGI-EQ
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,BSE:ICICIPRULI-EQ
ICIL,Indo Count Industries Limited,BSE:ICIL-EQ
ICRA,ICRA Limited,BSE:ICRA-EQ
IDBI,IDBI Bank Limited,BSE:IDBI-EQ
IDEA,Vodafone Idea Limited,BSE:IDEA-EQ
IDEAFORGE,Ideaforge Technology Limited,BSE:IDEAFORGE-EQ
IDFCFIRSTB,IDFC First Bank Limited,BSE:IDFCFIRSTB-EQ
IEX,Indian Energy Exchange Limited,BSE:IEX-EQ
IFBAGRO,IFB Agro Industries Limited,BSE:IFBAGRO-EQ
IFBIND,IFB Industries Limited,BSE:IFBIND-EQ
IFCI,IFCI Limited,BSE:IFCI-EQ
IFGLEXPOR,IFGL Refractories Limited,BSE:IFGLEXPOR-EQ
IGARASHI,Igarashi Motors India Limited,BSE:IGARASHI-EQ
IGCL,Indogulf Cropsciences Limited,BSE:IGCL-EQ
IGIL,International Gemological Institute Limited,BSE:IGIL-EQ
IGL,Indraprastha Gas Limited,BSE:IGL-EQ
IGPL,IG Petrochemicals Limited,BSE:IGPL-EQ
IIFL,IIFL Finance Limited,BSE:IIFL-EQ
IIFLCAPS,IIFL Capital Services Limited,BSE:IIFLCAPS-EQ
IITL,Industrial Investment Trust Limited,BSE:IITL-EQ
IKIO,IKIO Technologies Limited,BSE:IKIO-EQ
IKS,Inventurus Knowledge Solutions Limited,BSE:IKS-EQ
IMAGICAA,Imagicaaworld Entertainment Limited,BSE:IMAGICAA-EQ
IMFA,Indian Metals & Ferro Alloys Limited,BSE:IMFA-EQ
IMPAL,India Motor Parts and Accessories Limited,BSE:IMPAL-EQ
INA,Insolation Energy Limited,BSE:INA-EQ
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,BSE:INCREDIBLE-EQ
INDBANK,Indbank Merchant Banking Services Limited,BSE:INDBANK-EQ
INDGN,Indegene Limited,BSE:INDGN-EQ
INDHOTEL,The Indian Hotels Company Limited,BSE:INDHOTEL-EQ
INDIACEM,The India Cements Limited,BSE:INDIACEM-EQ
INDIAMART,Indiamart Intermesh Limited,BSE:INDIAMART-EQ
INDIANB,Indian Bank,BSE:INDIANB-EQ
INDIANCARD,Indian Card Clothing Company Limited,BSE:INDIANCARD-EQ
INDIANHUME,Indian Hume Pipe Company Limited,BSE:INDIANHUME-EQ
INDIASHLTR,India Shelter Finance Corporation Limited,BSE:INDIASHLTR-EQ
INDIGO,InterGlobe Aviation Limited,BSE:INDIGO-EQ
INDIGOPNTS,Indigo Paints Limited,BSE:INDIGOPNTS-EQ
INDIQUBE,Indiqube Spaces Limited,BSE:INDIQUBE-EQ
INDNIPPON,India Nippon Electricals Limited,BSE:INDNIPPON-EQ
INDOBORAX,Indo Borax & Chemicals Limited,BSE:INDOBORAX-EQ
INDOCO,Indoco Remedies Limited,BSE:INDOCO-EQ
INDOFARM,Indo Farm Equipment Limited,BSE:INDOFARM-EQ
INDOKEM,Indokem Limited,BSE:INDOKEM-EQ
INDOMIM,INDO-MIM Limited,BSE:INDOMIM-EQ
INDORAMA,Indo Rama Synthetics (India) Limited,BSE:INDORAMA-EQ
INDOSTAR,IndoStar Capital Finance Limited,BSE:INDOSTAR-EQ
INDOTECH,Indo Tech Transformers Limited,BSE:INDOTECH-EQ
INDOTHAI,Indo Thai Securities Limited,BSE:INDOTHAI-EQ
INDOUS,Indo Us Biotech Limited,BSE:INDOUS-EQ
INDOWIND,Indowind Energy Limited,BSE:INDOWIND-EQ
INDPRUD,Industrial & Prudential Investment Company Limited,BSE:INDPRUD-EQ
INDRAMEDCO,Indraprastha Medical Corporation Limited,BSE:INDRAMEDCO-EQ
INDSWFTLAB,Ind-Swift Laboratories Limited,BSE:INDSWFTLAB-EQ
INDTERRAIN,Indian Terrain Fashions Limited,BSE:INDTERRAIN-EQ
INDUSINDBK,IndusInd Bank Limited,BSE:INDUSINDBK-EQ
INDUSTOWER,Indus Towers Limited,BSE:INDUSTOWER-EQ
INFOBEAN,InfoBeans Technologies Limited,BSE:INFOBEAN-EQ
INFOMEDIA,Infomedia Press Limited,BSE:INFOMEDIA-EQ
INFY,Infosys Limited,BSE:INFY-EQ
INGERRAND,Ingersoll Rand (India) Limited,BSE:INGERRAND-EQ
INNOVACAP,Innova Captab Limited,BSE:INNOVACAP-EQ
INNOVANA,Innovana Thinklabs Limited,BSE:INNOVANA-EQ
INNOVISION,Innovision Limited,BSE:INNOVISION-EQ
INOXGREEN,Inox Green Energy Services Limited,BSE:INOXGREEN-EQ
INOXINDIA,INOX India Limited,BSE:INOXINDIA-EQ
INOXWIND,Inox Wind Limited,BSE:INOXWIND-EQ
INSECTICID,Insecticides (India) Limited,BSE:INSECTICID-EQ
INSPIRISYS,Inspirisys Solutions Limited,BSE:INSPIRISYS-EQ
INTELLECT,Intellect Design Arena Limited,BSE:INTELLECT-EQ
INTENTECH,Intense Technologies Limited,BSE:INTENTECH-EQ
INTERARCH,Interarch Building Solutions Limited,BSE:INTERARCH-EQ
INTLCONV,International Conveyors Limited,BSE:INTLCONV-EQ
INVENTURE,Inventure Growth & Securities Limited,BSE:INVENTURE-EQ
IOB,Indian Overseas Bank,BSE:IOB-EQ
IOC,Indian Oil Corporation Limited,BSE:IOC-EQ
IOLCP,IOL Chemicals and Pharmaceuticals Limited,BSE:IOLCP-EQ
IONEXCHANG,ION Exchange (India) Limited,BSE:IONEXCHANG-EQ
IPCALAB,IPCA Laboratories Limited,BSE:IPCALAB-EQ
IPL,India Pesticides Limited,BSE:IPL-EQ
IPRINGLTD,IP Rings Limited,BSE:IPRINGLTD-EQ
IRB,IRB Infrastructure Developers Limited,BSE:IRB-EQ
IRCON,Ircon International Limited,BSE:IRCON-EQ
IRCTC,Indian Railway Catering And Tourism Corporation Limited,BSE:IRCTC-EQ
IREDA,Indian Renewable Energy Development Agency Limited,BSE:IREDA-EQ
IRFC,Indian Railway Finance Corporation Limited,BSE:IRFC-EQ
IRIS,IRIS RegTech Solutions Limited,BSE:IRIS-EQ
IRISDOREME,Iris Clothings Limited,BSE:IRISDOREME-EQ
IRMENERGY,IRM Energy Limited,BSE:IRMENERGY-EQ
ISFT,Intrasoft Technologies Limited,BSE:ISFT-EQ
ISGEC,Isgec Heavy Engineering Limited,BSE:ISGEC-EQ
ISHANCH,Ishan Dyes and Chemicals Limited,BSE:ISHANCH-EQ
ISTLTD,I S T Limited,BSE:ISTLTD-EQ
ITC,ITC Limited,BSE:ITC-EQ
ITCHOTELS,ITC Hotels Limited,BSE:ITCHOTELS-EQ
ITDC,India Tourism Development Corporation Limited,BSE:ITDC-EQ
ITI,ITI Limited,BSE:ITI-EQ
ITL,ITL Industries Limited,BSE:ITL-EQ
IVALUE,Ivalue Infosolutions Limited,BSE:IVALUE-EQ
IVC,IL&FS Investment Managers Limited,BSE:IVC-EQ
IWP,The Indian Wood Products Company Limited,BSE:IWP-EQ
IXIGO,Le Travenues Technology Limited,BSE:IXIGO-EQ
IZMO,IZMO Limited,BSE:IZMO-EQ
J&KBANK,The Jammu & Kashmir Bank Limited,BSE:J&KBANK-EQ
JAGRAN,Jagran Prakashan Limited,BSE:JAGRAN-EQ
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,BSE:JAGSNPHARM-EQ
JAIBALAJI,Jai Balaji Industries Limited,BSE:JAIBALAJI-EQ
JAICORPLTD,Jai Corp Limited,BSE:JAICORPLTD-EQ
JAINREC,Jain Resource Recycling Limited,BSE:JAINREC-EQ
JAIPURKURT,Nandani Creation Limited,BSE:JAIPURKURT-EQ
JAMNAAUTO,Jamna Auto Industries Limited,BSE:JAMNAAUTO-EQ
JARO,Jaro Institute of Technology Management and Research Limited,BSE:JARO-EQ
JASH,Jash Engineering Limited,BSE:JASH-EQ
JAYAGROGN,Jayant Agro Organics Limited,BSE:JAYAGROGN-EQ
JAYBARMARU,Jay Bharat Maruti Limited,BSE:JAYBARMARU-EQ
JAYKAY,Jaykay Enterprises Limited,BSE:JAYKAY-EQ
JAYNECOIND,Jayaswal Neco Industries Limited,BSE:JAYNECOIND-EQ
JAYSREETEA,Jayshree Tea & Industries Limited,BSE:JAYSREETEA-EQ
JBMA,JBM Auto Limited,BSE:JBMA-EQ
JENBURPH,Jenburkt Pharmaceuticals Limited,BSE:JENBURPH-EQ
JETFREIGHT,Jet Freight Logistics Limited,BSE:JETFREIGHT-EQ
JGCHEM,J.G.Chemicals Limited,BSE:JGCHEM-EQ
JHS,JHS Svendgaard Laboratories Limited,BSE:JHS-EQ
JINDALPHOT,Jindal Photo Limited,BSE:JINDALPHOT-EQ
JINDALPOLY,Jindal Poly Films Limited,BSE:JINDALPOLY-EQ
JINDALSAW,Jindal Saw Limited,BSE:JINDALSAW-EQ
JINDALSTEL,JINDAL STEEL LIMITED,BSE:JINDALSTEL-EQ
JINDRILL,Jindal Drilling And Industries Limited,BSE:JINDRILL-EQ
JINDWORLD,Jindal Worldwide Limited,BSE:JINDWORLD-EQ
JIOFIN,Jio Financial Services Limited,BSE:JIOFIN-EQ
JISLDVREQS,Jain Irrigation Systems Limited,BSE:JISLDVREQS-EQ
JISLJALEQS,Jain Irrigation Systems Limited,BSE:JISLJALEQS-EQ
JITFINFRA,JITF Infralogistics Limited,BSE:JITFINFRA-EQ
JKCEMENT,JK Cement Limited,BSE:JKCEMENT-EQ
JKIL,J.Kumar Infraprojects Limited,BSE:JKIL-EQ
JKIPL,Jinkushal Industries Limited,BSE:JKIPL-EQ
JKLAKSHMI,JK Lakshmi Cement Limited,BSE:JKLAKSHMI-EQ
JKPAPER,JK Paper Limited,BSE:JKPAPER-EQ
JKTYRE,JK Tyre & Industries Limited,BSE:JKTYRE-EQ
JLHL,Jupiter Life Line Hospitals Limited,BSE:JLHL-EQ
JMA,Jullundur Motor Agency (Delhi) Limited,BSE:JMA-EQ
JMFINANCIL,JM Financial Limited,BSE:JMFINANCIL-EQ
JNKINDIA,JNK India Limited,BSE:JNKINDIA-EQ
JNPR,Juniper Green Energy Limited,BSE:JNPR-EQ
JOCIL,Jocil Limited,BSE:JOCIL-EQ
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,BSE:JPOLYINVST-EQ
JPPOWER,Jaiprakash Power Ventures Limited,BSE:JPPOWER-EQ
JSFB,Jana Small Finance Bank Limited,BSE:JSFB-EQ
JSL,Jindal Stainless Limited,BSE:JSL-EQ
JSLL,Jeena Sikho Lifecare Limited,BSE:JSLL-EQ
JSWCEMENT,JSW Cement Limited,BSE:JSWCEMENT-EQ
JSWDULUX,JSW Dulux Limited,BSE:JSWDULUX-EQ
JSWENERGY,JSW Energy Limited,BSE:JSWENERGY-EQ
JSWHL,JSW Holdings Limited,BSE:JSWHL-EQ
JSWINFRA,JSW Infrastructure Limited,BSE:JSWINFRA-EQ
JSWSTEEL,JSW Steel Limited,BSE:JSWSTEEL-EQ
JTEKTINDIA,Jtekt India Limited,BSE:JTEKTINDIA-EQ
JTLIND,JTL INDUSTRIES LIMITED,BSE:JTLIND-EQ
JUBLCPL,Jubilant Agri and Consumer Products Limited,BSE:JUBLCPL-EQ
JUBLFOOD,Jubilant Foodworks Limited,BSE:JUBLFOOD-EQ
JUBLINGREA,Jubilant Ingrevia Limited,BSE:JUBLINGREA-EQ
JUBLPHARMA,Jubilant Pharmova Limited,BSE:JUBLPHARMA-EQ
JUNIPER,Juniper Hotels Limited,BSE:JUNIPER-EQ
JUSTDIAL,Just Dial Limited,BSE:JUSTDIAL-EQ
JWL,Jupiter Wagons Limited,BSE:JWL-EQ
JYOTHYLAB,Jyothy Labs Limited,BSE:JYOTHYLAB-EQ
JYOTICNC,Jyoti CNC Automation Limited,BSE:JYOTICNC-EQ
JYOTIRES,Jyoti Resins & Adhesives Limited,BSE:JYOTIRES-EQ
JYOTISTRUC,Jyoti Structures Limited,BSE:JYOTISTRUC-EQ
KABRAEXTRU,Kabra Extrusion Technik Limited,BSE:KABRAEXTRU-EQ
KAJARIACER,Kajaria Ceramics Limited,BSE:KAJARIACER-EQ
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,BSE:KAKATCEM-EQ
KALAMANDIR,Sai Silks (Kalamandir) Limited,BSE:KALAMANDIR-EQ
KALPATARU,Kalpataru Limited,BSE:KALPATARU-EQ
KALYANKJIL,Kalyan Jewellers India Limited,BSE:KALYANKJIL-EQ
KAMAHOLD,Kama Holdings Limited,BSE:KAMAHOLD-EQ
KAMANWALA,Kamanwala Housing Construction Limited,BSE:KAMANWALA-EQ
KAMATHOTEL,Kamat Hotels (I) Limited,BSE:KAMATHOTEL-EQ
KAMOPAINTS,Kamdhenu Ventures Limited,BSE:KAMOPAINTS-EQ
KANANIIND,Kanani Industries Limited,BSE:KANANIIND-EQ
KANCHI,Kanchi Karpooram Limited,BSE:KANCHI-EQ
KANCOTEA,Kanco Tea & Industries Limited,BSE:KANCOTEA-EQ
KANPRPLA,Kanpur Plastipack Limited,BSE:KANPRPLA-EQ
KANSAINER,Kansai Nerolac Paints Limited,BSE:KANSAINER-EQ
KAPSTON,Kapston Services Limited,BSE:KAPSTON-EQ
KARMAENG,Karma Energy Limited,BSE:KARMAENG-EQ
KARURVYSYA,Karur Vysya Bank Limited,BSE:KARURVYSYA-EQ
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,BSE:KAVDEFENCE-EQ
KAYNES,Kaynes Technology India Limited,BSE:KAYNES-EQ
KCP,KCP Limited,BSE:KCP-EQ
KDDL,KDDL Limited,BSE:KDDL-EQ
KDGREEN,KD Green Industries Limited,BSE:KDGREEN-EQ
KEC,KEC International Limited,BSE:KEC-EQ
KECL,Kirloskar Electric Company Limited,BSE:KECL-EQ
KEEPLEARN,DSJ Keep Learning Limited,BSE:KEEPLEARN-EQ
KEI,KEI Industries Limited,BSE:KEI-EQ
KELLTONTEC,Kellton Tech Solutions Limited,BSE:KELLTONTEC-EQ
KENNAMET,Kennametal India Limited,BSE:KENNAMET-EQ
KERNEX,Kernex Microsystems (India) Limited,BSE:KERNEX-EQ
KEYFINSERV,Keynote Financial Services Limited,BSE:KEYFINSERV-EQ
KFINTECH,Kfin Technologies Limited,BSE:KFINTECH-EQ
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,BSE:KHAICHEM-EQ
KHAITANLTD,Khaitan (India) Limited,BSE:KHAITANLTD-EQ
KHANDSE,Khandwala Securities Limited,BSE:KHANDSE-EQ
KICL,Kalyani Investment Company Limited,BSE:KICL-EQ
KIMS,Krishna Institute of Medical Sciences Limited,BSE:KIMS-EQ
KINGFA,Kingfa Science & Technology (India) Limited,BSE:KINGFA-EQ
KIOCL,KIOCL Limited,BSE:KIOCL-EQ
KIRANVYPAR,Kiran Vyapar Limited,BSE:KIRANVYPAR-EQ
KIRIINDUS,Kiri Industries Limited,BSE:KIRIINDUS-EQ
KIRLFER,Kirloskar Ferrous Industries Limited,BSE:KIRLFER-EQ
KIRLOSBROS,Kirloskar Brothers Limited,BSE:KIRLOSBROS-EQ
KIRLOSENG,Kirloskar Oil Engines Limited,BSE:KIRLOSENG-EQ
KIRLOSIND,Kirloskar Industries Limited,BSE:KIRLOSIND-EQ
KIRLPNU,Kirloskar Pneumatic Company Limited,BSE:KIRLPNU-EQ
KISSHT,OnEMI Technology Solutions Limited,BSE:KISSHT-EQ
KITEX,Kitex Garments Limited,BSE:KITEX-EQ
KJMCFIN,KJMC Financial Services Limited,BSE:KJMCFIN-EQ
KKCL,Kewal Kiran Clothing Limited,BSE:KKCL-EQ
KLBRENG-B,Kilburn Engineering Limited,BSE:KLBRENG-B-EQ
KMCSHIL,K M C Speciality Hospitals (India) Limited,BSE:KMCSHIL-EQ
KMEW,Knowledge Marine & Engineering Works Limited,BSE:KMEW-EQ
KMSUGAR,K.M.Sugar Mills Limited,BSE:KMSUGAR-EQ
KNACK,Knack Packaging Limited,BSE:KNACK-EQ
KNAGRI,KN Agri Resources Limited,BSE:KNAGRI-EQ
KNRCON,KNR Constructions Limited,BSE:KNRCON-EQ
KOHINOOR,Kohinoor Foods Limited,BSE:KOHINOOR-EQ
KOKUYOCMLN,Kokuyo Camlin Limited,BSE:KOKUYOCMLN-EQ
KOLTEPATIL,Kolte - Patil Developers Limited,BSE:KOLTEPATIL-EQ
KOPRAN,Kopran Limited,BSE:KOPRAN-EQ
KOTAKBANK,Kotak Mahindra Bank Limited,BSE:KOTAKBANK-EQ
KOTHARIPET,Kothari Petrochemicals Limited,BSE:KOTHARIPET-EQ
KOTHARIPRO,Kothari Products Limited,BSE:KOTHARIPRO-EQ
KOTIC,Kothari Industrial Corporation Limited,BSE:KOTIC-EQ
KOVAI,Kovai Medical Center & Hospital Limited,BSE:KOVAI-EQ
KPEL,K.P. Energy Limited,BSE:KPEL-EQ
KPIGREEN,KPI Green Energy Limited,BSE:KPIGREEN-EQ
KPIL,Kalpataru Projects International Limited,BSE:KPIL-EQ
KPITTECH,KPIT Technologies Limited,BSE:KPITTECH-EQ
KPL,Kwality Pharmaceuticals Limited,BSE:KPL-EQ
KPRMILL,K.P.R. Mill Limited,BSE:KPRMILL-EQ
KRBL,KRBL Limited,BSE:KRBL-EQ
KREBSBIO,Krebs Biochemicals and Industries Limited,BSE:KREBSBIO-EQ
KRIDHANINF,Kridhan Infra Limited,BSE:KRIDHANINF-EQ
KRISHANA,Krishana Phoschem Limited,BSE:KRISHANA-EQ
KRISHIVAL,Krishival Foods Limited,BSE:KRISHIVAL-EQ
KRISHNADEF,Krishna Defence And Allied Industries Limited,BSE:KRISHNADEF-EQ
KRITI,Kriti Industries (India) Limited,BSE:KRITI-EQ
KRITIKA,Kritika Wires Limited,BSE:KRITIKA-EQ
KRITINUT,Kriti Nutrients Limited,BSE:KRITINUT-EQ
KRN,KRN Heat Exchanger and Refrigeration Limited,BSE:KRN-EQ
KROSS,Kross Limited,BSE:KROSS-EQ
KRSNAA,Krsnaa Diagnostics Limited,BSE:KRSNAA-EQ
KRYSTAL,Krystal Integrated Services Limited,BSE:KRYSTAL-EQ
KSB,Ksb Limited,BSE:KSB-EQ
KSCL,Kaveri Seed Company Limited,BSE:KSCL-EQ
KSE,KSE Limited,BSE:KSE-EQ
KSHINTL,KSH International Limited,BSE:KSHINTL-EQ
KSHITIJPOL,Kshitij Polyline Limited,BSE:KSHITIJPOL-EQ
KSL,Kalyani Steels Limited,BSE:KSL-EQ
KSOLVES,Ksolves India Limited,BSE:KSOLVES-EQ
KSR,KSR Footwear Limited,BSE:KSR-EQ
KTKBANK,The Karnataka Bank Limited,BSE:KTKBANK-EQ
KUANTUM,Kuantum Papers Limited,BSE:KUANTUM-EQ
KUSUMGAR,Kusumgar Limited,BSE:KUSUMGAR-EQ
KWIL,Kwality Wall's (India) Limited,BSE:KWIL-EQ
LADDERUP,Ladderup Finance Limited,BSE:LADDERUP-EQ
LAGNAM,Lagnam Spintex Limited,BSE:LAGNAM-EQ
LAHOTIOV,Lahoti Overseas Limited,BSE:LAHOTIOV-EQ
LAKSHMIMIL,Lakshmi Mills Company Limited,BSE:LAKSHMIMIL-EQ
LAL,Lorenzini Apparels Limited,BSE:LAL-EQ
LALITHAA,Lalithaa Jewellery Mart Limited,BSE:LALITHAA-EQ
LALPATHLAB,Dr. Lal Path Labs Ltd.,BSE:LALPATHLAB-EQ
LAMBODHARA,Lambodhara Textiles Limited,BSE:LAMBODHARA-EQ
LANCER,Lancer Container Lines Limited,BSE:LANCER-EQ
LANCORHOL,Lancor Holdings Limited,BSE:LANCORHOL-EQ
LANDMARK,Landmark Cars Limited,BSE:LANDMARK-EQ
LANDSMILL,Landsmill Green Limited,BSE:LANDSMILL-EQ
LAOPALA,La Opala RG Limited,BSE:LAOPALA-EQ
LASA,Lasa Supergenerics Limited,BSE:LASA-EQ
LASERPOWER,Laser Power & Infra Limited,BSE:LASERPOWER-EQ
LATENTVIEW,Latent View Analytics Limited,BSE:LATENTVIEW-EQ
LATTEYS,Latteys Industries Limited,BSE:LATTEYS-EQ
LAURUSLABS,Laurus Labs Limited,BSE:LAURUSLABS-EQ
LAXMICOT,Laxmi Cotspin Limited,BSE:LAXMICOT-EQ
LAXMIDENTL,Laxmi Dental Limited,BSE:LAXMIDENTL-EQ
LAXMIINDIA,Laxmi India Finance Limited,BSE:LAXMIINDIA-EQ
LCCINFOTEC,LCC Infotech Limited,BSE:LCCINFOTEC-EQ
LCL,Lohia Corp Limited,BSE:LCL-EQ
LEAPIND,LEAP India Limited,BSE:LEAPIND-EQ
LEMERITE,Le Merite Exports Limited,BSE:LEMERITE-EQ
LEMONTREE,Lemon Tree Hotels Limited,BSE:LEMONTREE-EQ
LENSKART,Lenskart Solutions Limited,BSE:LENSKART-EQ
LEXUS,Lexus Granito (India) Limited,BSE:LEXUS-EQ
LFIC,Lakshmi Finance & Industrial Corporation Limited,BSE:LFIC-EQ
LGBBROSLTD,LG Balakrishnan & Bros Limited,BSE:LGBBROSLTD-EQ
LGEINDIA,LG Electronics India Limited,BSE:LGEINDIA-EQ
